title,year
Bachke Rehna Re Baba,2005
Koi Mere Dil Mein Hai,2005
Mastaani,2005
Parineeta,2005
1:1.6 An Ode to Lost Love,2005
Silsiilay,2005
Ssukh,2005
Paheli,2005
Chetna: The Excitement,2005
Pehchaan: The Face of Truth,2005
Dhadkanein,2005
Bhagmati,2005
Sarkar,2005
Yakeen,2005
Billi: The Wild Cat,2005
Three Sisters,2005
Ten,2005
Fareb,2005
Double Cross: Ek Dhoka,2005
Deewana Main Deewana,2005
Hantya Garhwali Film,2005
Maine Pyaar Kyun Kiya,2005
Mazaa Mazaa,2005
Mashooka,2005
Hum Tum Aur Mom: Mother Never Misguides,2005
Viruddh... Family Comes First,2005
Kasak,2005
Barbed Wired,2005
Sehar,2005
...Yahaan,2005
7 1/2 Phere: More Than a Wedding,2005
Mangal Pandey: The Rising,2005
Amar Joshi Shahid Ho Gaya,2005
Faisla,2005
A Sublime Love Story: Barsaat,2005
My Wife's Murder,2005
Natak Jaari Hai: The Play Goes On,2005
Iqbal,2005
No Entry,2005
Bye Bye Miss Goodnight,2005
Aashiq Banaya Aapne: Love Takes Over,2005
Ramji Londonwaley,2005
Dansh,2005
Pyaar Mein Twist,2005
Water,2005
Salaam Namaste,2005
Topless,2005
Jalwa: Fun in Love,2005
Tum... Ho Na!,2005
James,2005
"Haseena: Smart, Sexy, Dangerous",2005
Mumbai Godfather,2005
Meri Aashiqui,2005
Devaki,2005
2 Piece,2005
Vijaypath Ek Mission,2005
Siskiyaan,2005
Rain: The Terror Within...,2005
I Did Not Kill Gandhi,2005
Sauda: The Deal,2005
The Angrez,2005
Sanyogita - The Bride in Red,2005
"Main, Meri Patni... Aur Woh!",2005
Darpan Ke Peechhe,2005
The Blue Umbrella,2005
Koi Aap Sa: But Lovers Have to Be Friends,2005
Sanam Hum Aapke Hain...,2005
Sarivar Sari,2005
Hanuman,2005
"U, Bomsi N Me",2005
Raja Bhai Lagey Raho...,2005
Garam Masala,2005
Kyon Ki...,2005
Shaadi No. 1,2005
Angoor,2005
Bihaad......The Outlawed,2005
Darna Zaroori Hai,2005
Taj Mahal: An Eternal Love Story,2005
Ek Khiladi Ek Haseena,2005
Deewane Huye Paagal,2005
The Film,2005
Bobby: Love and Lust,2005
The Hangman,2005
I for India,2005
Apaharan,2005
Home Delivery: Aapko... Ghar Tak,2005
Mr Ya Miss,2005
Ho Jaata Hai Pyaar,2005
Dubai Return,2005
Kalyug,2005
Neal 'N' Nikki,2005
Ek Ajnabee,2005
Kal: Yesterday and Tomorrow,2005
Bluffmaster!,2005
Zinda,2005
Vaah! Life Ho Toh Aisi!,2005
Dosti: Friends Forever,2005
Chaska: An Addiction,2005
Shikhar,2005
Anjaane: The Unknown,2005
Mr Prime Minister,2005
Akad,2005
Twinkle Twinkle Little Star,2005
Divorce: Not Between Husband and Wife,2005
Nikamma,2005
Main Cabrewali,2005
99.9 FM,2005
Maza Aur Mauj Masti,2005
Way of Life,2005
Tadap,2005
Kaun Haqdaar,2005
Tum Meri Ho,2005
Forgotten Showers,2005
Kotla Walks. Performing locality,2005
Khardoo,2005
No Parking,2006
Madhubaala,2006
Hyderabad Nawabs,2006
Shaitani Dracula,2006
Night Lover,2006
Virana,2006
Husn: Love and Betrayal,2006
Chai Garam,2006
Ishq Na Karna,2006
Siyaasat: The Politics,2006
Meri Majboorii...,2006
Bipasha: The Black Beauty,2006
Hans Akela - Kumar Gandharva,2006
Charminar Boys,2006
My Daddy Strongest,2006
Husn Bewafa,2006
Ek Pal: The Unforgettable Moment,2006
Rosy,2006
Vishwas the power of faith.,2006
Kho Gaye Hum Pyar Mein,2006
Ishaara: Call of Love,2006
Jawani Diwani: A Youthful Joyride,2006
Family: Ties of Blood,2006
Rang De Basanti,2006
Mixed Doubles,2006
Rafta Rafta: The Speed,2006
Aksar,2006
Mere Jeevan Saathi,2006
Holiday,2006
Red Light,2006
Love in Japan,2006
Doodh Aur Apheem,2006
Fight Club: Members Only,2006
Chingaari,2006
Aisa Kyon Hota Hai?,2006
Taxi No. 9 2 11: Nau Do Gyarah,2006
Humko Tumse Pyaar Hai,2006
Sun Zarra,2006
Malamaal Weekly,2006
Mr. 100%,2006
Teesri Aankh: The Hidden Camera,2006
Insaaf Ki Jung,2006
Jigyaasa,2006
Jigyaasa,2006
Umar,2006
Free Entry,2006
Souten: The Other Woman,2006
Love Guru,2006
Chand Ke Paar Chalo,2006
Naughty Boy,2006
Hello? Kaun Hai!,2006
Saawan - The Love Season,2006
Shaadi Se Pehle,2006
Banaras,2006
Shaadi Se Pehle,2006
Humko Deewana Kar Gaye,2006
Ei8ht Shani,2006
36 China Town,2006
Pyare Mohan,2006
Gangster,2006
Koi Hai Yaaha,2006
Awakening,2006
Strings,2006
"Tom, Dick, and Harry",2006
Tathastu,2006
Ankahee,2006
Aatma,2006
Kaamwali,2006
Item Girl,2006
Fanaa,2006
Sacred Evil,2006
Love Ke Chakkar Mein,2006
Bollywood Evil Dead,2006
Chup Chup Ke,2006
Phir Hera Pheri,2006
Alag: He Is Different.... He Is Alone...,2006
Ek Se Mera Kya Hoga,2006
Hot Money,2006
Vidhyaarthi: The Power of Students,2006
Krrish,2006
Corporate,2006
Ladies Tailor,2006
The Fighter Man Ghayal,2006
Golmaal Fun Unlimited,2006
Karo Na... Pyar,2006
Valley of Flowers,2006
What If?,2006
The Killer,2006
Bas Ek Pal,2006
Omkara,2006
We R Friends,2006
Anokhe Amar Shaheed Baba Deep Singh Ji,2006
Shaadi Karke Phas Gaya Yaar,2006
Anthony Kaun Hai?,2006
Darwaza Bandh Rakho,2006
Kabhi Alvida Naa Kehna,2006
Ahista Ahista,2006
Katputtli,2006
Sandwich,2006
Aap Ki Khatir,2006
Lage Raho Munna Bhai,2006
Jaane Hoga Kya,2006
Yatra,2006
Naksha,2006
Dil Diya Hai,2006
Kachchi Sadak,2006
Kabul Express,2006
Pyaar Ke Side Effects,2006
Shiva,2006
Prateeksha,2006
Khosla Ka Ghosla!,2006
Dor,2006
Manoranjan: The Entertainment,2006
Woh Lamhe ...,2006
Jai Santoshi Maa,2006
Krishna ...Aayo Natkhat Nandlal,2006
Hota Hai Dil Pyaar Mein Paagal,2006
Bhoot Unkle,2006
Gafla,2006
Mera Dil Leke Dekho,2006
Jaana... Let's Fall in Love,2006
Zindaggi Rocks,2006
Iqraar: By Chance,2006
Utthaan,2006
Don,2006
Jaan-E-Mann: Lets Fall in Love Again,2006
Woh Kaun Thi,2006
Formula 69,2006
Vivah,2006
Apna Sapna Money Money,2006
Deadline: Sirf 24 Ghante,2006
Come December,2006
Yeh Kahan Aa Gaye Hum,2006
Janani,2006
Shoonya,2006
Dhoom 2,2006
Sarhad Paar,2006
Six yards to democracy,2006
With Luv... Tumhaara,2006
Baabul,2006
Kya Tum Ho,2006
Aryan: Unbreakable,2006
Dil Se Pooch... Kidhar Jaana Hai,2006
Bhagam Bhag,2006
I See You,2006
Shahji Ki Advice,2006
Palak,2006
Yeh Raat,2006
Bandu Boxer,2006
"Jana Sanskriti, a Theater on the Field",2006
Kudiyon Ka Hai Zamaana,2006
7 Islands and a Metro,2006
Devi Maa,2006
Lilkee,2006
Garam Padosan,2006
Mannu Dhakad Man,2006
Struggler,2006
Khadtal,2006
Hitlist,2006
Bedhadak,2006
Moonlight: Unfortunately a Love Story,2006
Dhouns,2006
Insaf Mai Karunga,2006
Karuna,2006
Tera Pati Mera Pyaar,2006
Lukka Chuppi,2006
Yougpurush,2006
Butterfly Chase,2006
Saperan,2006
Gangva,2006
Bed Room,2007
Gabbar Singh,2007
Golden Boys,2007
Lara,2007
Jodi,2007
Dosh,2007
Kahi Hai Woh Aas Pass,2007
Miss Anara,2007
Mastani Girls,2007
The Fighter,2007
Parveen Bobby,2007
Girl from Fiji,2007
Game,2007
Once Upon A Time in Chheharta,2007
Guru,2007
Anwar,2007
Risk,2007
Mr. Hot Mr. Kool,2007
Salaam-e-Ishq,2007
The Pool,2007
Foto,2007
Traffic Signal,2007
Mai Baap,2007
Undertrial,2007
Kunwara Paying Guest,2007
Unity of Light by A.R rahman,2007
Eklavya: The Royal Guard,2007
Main Rony Aur Jony,2007
Honeymoon Travels Pvt. Ltd.,2007
Adhura Sapna,2007
Nishabd,2007
Nehlle Pe Dehlla,2007
1971,2007
Red: The Dark Side,2007
Wounded,2007
Just Married: Marriage Was Only the Beginning!,2007
Hattrick,2007
Eik Dasttak,2007
Namastey London,2007
I'm in Love,2007
Walking Dead,2007
Deha,2007
Delhii Heights,2007
Say Salaam India: 'Let's Bring the Cup Home',2007
Khanna & Iyer,2007
Khallas: The Beginning of End,2007
Shakalaka Boom Boom,2007
Big Brother,2007
Don Bhai,2007
Bheja Fry,2007
Life Mein Kabhie Kabhiee,2007
India Untouched: Stories of a People Apart,2007
Kya Love Story Hai,2007
Aur Pappu Pass Ho Gaya,2007
Panga Naa Lo,2007
Ta Ra Rum Pum,2007
Sirf Romance: Love by Chance,2007
Life in a Metro,2007
"Good Boy, Bad Boy",2007
Ek Chalis Ki Last Local,2007
Raqeeb,2007
Religion,2007
Shootout at Lokhandwala,2007
Cheeni Kum,2007
The Embodiment of Love Niruma - A film on Pujya Niruma (Hindi),2007
Devon Mein Dev Shanidev,2007
Fool N Final,2007
Chath: A Roof Without Walls,2007
The Train: Some Lines Should Never Be Crossed...,2007
MP3: Mera Pehla Pehla Pyaar,2007
Swami,2007
Red Swastik,2007
Ghutan,2007
Sant Ravidas II,2007
Luv Kush - The amazing twins,2007
Chain Kulii Ki Main Kulii,2007
Old Iss Gold,2007
Awarapan,2007
Apne,2007
Aap Kaa Surroor: The Moviee - The Real Luv Story,2007
Journey Bombay to Goa: Laughter Unlimited,2007
Jahan Jaaeyega Hamen Paaeyega,2007
My Friend Ganesha,2007
Naqaab,2007
Partner,2007
Frozen,2007
"Gandhi, My Father",2007
Khalbali,2007
Dahek: A Restless Mind,2007
Cash,2007
Chak De! India,2007
Kaafila,2007
Aadab Hyderabad,2007
Dil Kabaddi,2007
Buddha Mar Gaya,2007
Heyy Babyy,2007
Kaisay Kahein...,2007
Kaise Kahe,2007
Ram Gopal Varma Ki Aag,2007
Victoria No. 203: Diamonds Are Forever,2007
Dhokha,2007
Dhamaal,2007
Darling,2007
Apna Asmaan,2007
Hungama in Dubai,2007
Humrahi,2007
Amal,2007
Dhol,2007
Fear,2007
Nanhe Jaisalmer: A Dream Come True,2007
Aggar: Passion Betrayal Terror,2007
Cocktail: The Deadly Combination,2007
Kuch Khatta Kuch Meetha,2007
Manorama: Six Feet Under,2007
Johnny Gaddaar,2007
Dil Dosti Etc,2007
Aarti to Babaji Mahavatar,2007
Chhodon Naa Yaar,2007
50 Lakh,2007
It's Breaking News,2007
Go,2007
Bhool Bhulaiyaa,2007
Laaga Chunari Mein Daag,2007
Speed,2007
Jab We Met,2007
No Smoking,2007
Mumbai Salsa,2007
Humne Jeena Seekh Liya,2007
Bhole Baba Ki Jai!,2007
Om Shanti Om,2007
Saawariya,2007
Dumkata,2007
Tsunami 81,2007
F. M. (Fun Aur Masti),2007
Dhan Dhana Dhan Goal,2007
Aaja Nachle,2007
Gauri: The Unborn,2007
Antardhwani - Pandit Shiv Kumar Sharma,2007
Khoya Khoya Chand,2007
Dus Kahaniyaan,2007
68 Pages,2007
Strangers,2007
Welcome,2007
Taare Zameen Par,2007
Return of Hanuman,2007
Showbiz,2007
Phir Bhi Jaane Do Mitro,2007
Ek Krantiveer: Vasudev Balwant Phadke,2007
Nirakar Chhaya,2007
Doodhwali,2007
Salaam Bacche,2007
Ghat: The Hill Station,2007
Rickshawali,2007
Highway 203,2007
Faltu Utpatang Chutpati Kahani,2007
Chhat Pe,2007
Shri Siddhivinayak Mahima,2007
Asar,2007
Dhakad Chhora 2,2007
Jungle Love,2007
Ilzaam,2007
Sound of Death,2007
Senapati,2007
Personality,2007
Yaaraa,2007
Dakka,2007
Aag Ka Premyudh,2007
Ek Elan-e-jung,2007
Pahli Bhool,2008
Manthan: Ek Kashmakash,2008
Mission: The Last War,2008
Ek Pyaar Aisa Bhi,2008
Seeking Love,2008
Koi Bach Na Payega,2008
8 PM: A Murder Mystery,2008
Danga,2008
Shrameya: The Laborious,2008
Phir Tauba Tauba,2008
Halla Bol,2008
My Name Is Anthony Gonsalves,2008
Tulsi: Mathrudevobhava,2008
Bombay to Bangkok,2008
Sunday,2008
Rama Rama Kya Hai Dramaaa,2008
Punches n Ponytails,2008
Solo un Giorno,2008
Hurdang,2008
Mithya,2008
Superstar,2008
Jodhaa Akbar,2008
Dhara,2008
Black & White,2008
Kabhi Socha Bhi Na Tha,2008
Chaapar Faad Ke,2008
26th July at Barista,2008
Race,2008
One Two Three,2008
Antardwand,2008
Shaurya,2008
Bhram: An Illusion,2008
U Me Aur Hum,2008
Krazzy 4,2008
Pehli Nazar Ka Pyaar,2008
Kahaani Gudiya Ki...: True Story of a Woman,2008
Jaanwar - on the Alert,2008
Ek Baar Mazaa Lijiye,2008
Yaar Meri Zindagi,2008
Tashan,2008
Sirf,2008
Mumbai Cutting,2008
Sabad Nirantar,2008
Anamika: The Untold Story,2008
Pranali: The Tradition,2008
Mr. White Mr. Black,2008
Shayad Koi Hai,2008
Bhoothnath,2008
Jimmy,2008
Jannat: In Search of Heaven...,2008
Fauj Mein Mauj,2008
Naam,2008
Dhoom Dadakka,2008
Don Muthu Swami,2008
Woodstock Villa,2008
Hastey Hastey Follow Your Heart,2008
Muniya,2008
Sarkar Raj,2008
Aamir,2008
Hum Sey Hai Jahaan,2008
Mere Baap Pehle Aap,2008
Summer 2007,2008
Dashavatar,2008
Memsahab,2008
Haal-e-Dil,2008
De Taali,2008
Khushboo: The Fragraance of Love,2008
Thodi Life Thoda Magic,2008
Dandi Kanthi Ki God Ma,2008
Thoda Pyaar Thoda Magic,2008
Via Darjeeling,2008
Jaane Tu... Ya Jaane Na,2008
Love Story 2050,2008
Mehbooba,2008
When Kiran Met Karen,2008
Kismat Konnection,2008
Contract,2008
50 Years! Of Love?,2008
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008
Money Hai Toh Honey Hai,2008
Ugly Aur Pagli,2008
Singh Is Kinng,2008
Y.M.I. Yeh Mera India,2008
Bachna Ae Haseeno,2008
God Tussi Great Ho,2008
Mumbai Meri Jaan,2008
Phoonk,2008
Maan Gaye Mughall-E-Azam,2008
Mukhbiir,2008
Children of the Pyre,2008
Rock On!!,2008
Chamku,2008
C Kkompany,2008
Chilika Bank$,2008
A Wednesday,2008
Firaaq,2008
Hijack,2008
"Kiran Bedi: Yes Madam, Sir",2008
Jeena to Hai,2008
1920,2008
Ru-Ba-Ru,2008
Welcome to Sajjanpur,2008
Saas Bahu Aur Sensex,2008
Hulla,2008
Hari Puttar: A Comedy of Terrors,2008
The Firm Land,2008
Rafoo Chakkar: Fun on the Run,2008
Ci-Mi,2008
Drona,2008
Kidnap,2008
Kool Nahin Hot Hain Hum,2008
Ocean of an Old Man,2008
Hello,2008
Karzzzz,2008
Roadside Romeo,2008
Heroes,2008
Fashion,2008
Golmaal Returns,2008
Cheenti Cheenti Bang Bang,2008
Rang Rasiya,2008
Ek Vivaah... Aisa Bhi,2008
Dasvidaniya,2008
EMI: Liya Hai To Chukana Padega,2008
Friendship,2008
Deshdrohi,2008
Yuvvraaj,2008
Oye Lucky! Lucky Oye!,2008
Sorry Bhai!,2008
Gandhi's Children,2008
Ae phansaa,2008
Maharathi,2008
Gumnaam: The Mystery,2008
"Oh, My God!!",2008
Khallballi: Fun Unlimited,2008
Meerabai Not Out,2008
Rab Ne Bana Di Jodi,2008
Wafaa,2008
Ghajini,2008
Panchamirtham,2008
The Salt Stories,2008
Phir Kabhi,2008
Jumbo,2008
Pirate's Blood,2008
Pancham Unmixed: Mujhe Chalte Jaana Hai ...,2008
Jai Maa Sherawaali,2008
Veer Yodha Prithviraj Chauhan,2008
Besabar,2008
Mumbai Chakachak,2008
Ishaara,2008
Ghamasaan,2008
Surabhi,2008
Chanchal,2008
Saanncha,2008
Kabhi Kahin...,2008
Zabardast,2008
Jhalak,2008
Ravana - The Great Warrior,2008
Chalo Hamara Des,2008
Shakti Leela,2008
Listener's Tale,2008
Ishq Ho Gaya Mamu,2008
Devi Saraswati,2008
Humraah: The Traitor,2008
Mudrank: The Stamp,2009
Shadow,2009
Hamara Parivar,2009
Shaabash! You Can Do It,2009
Maamu Tension Nahi Lene Ka,2009
Royal Utsav,2009
Pal Pal Dil Ke Ssaat,2009
It's a Man's World,2009
Hamare Sapne,2009
Miss,2009
Gadh: When the Limit Is Reached,2009
Ghajini Returns,2009
Mushkilon ke bavjood,2009
Bad Luck Govind,2009
Made in China,2009
Snatch & Grab,2009
Raaz: The Mystery Continues,2009
Aasma: The Sky Is the Limit,2009
42 Kms.,2009
Luck by Chance,2009
Victory,2009
Tere Ishq Mein,2009
Dev.D,2009
Mere Khwabon Mein Jo Aaye,2009
Chal Chala Chal,2009
Billu,2009
The Stoneman Murders,2009
Jugaad,2009
Delhi-6,2009
Kisse Pyaar Karoon?,2009
The Hero - Abhimanyu,2009
Siddharth: The Prisoner,2009
13B: Fear Has a New Address,2009
Dhoondte Reh Jaoge,2009
Key Club,2009
Jai Veeru: Friends Forever,2009
Gulaal,2009
Barah Aana,2009
Kisaan,2009
Aloo Chaat,2009
Straight,2009
Lottery,2009
Rooh,2009
Ek: The Power of One,2009
Aa Dekhen Zara,2009
Seeds of Dissent,2009
8 x 10 Tasveer,2009
Ek Se Bure Do,2009
Coffee House,2009
Meri Padosan,2009
Kal Kissne Dekha,2009
"Gallit Gondhal, Dillit Mujra",2009
"Babaji, an Indian Love Story",2009
Rakshak Fantastic 4,2009
Raakh: A Poem Masked in Blood,2009
99,2009
Suno Na.. Ek Nanhi Aawaz,2009
Namah Shivaya Shantaya,2009
My Target IAS,2009
Sanam Teri Kasam,2009
Vighnaharta Shree Siddhivinayak,2009
Detective Naani,2009
Victoria House,2009
Half fry,2009
Mohandas,2009
Maruti Mera Dosst,2009
Team: The Force,2009
Anubhav: An Actor's Tale,2009
Zor Lagaa Ke... Haiya!,2009
Kirkit,2009
Jaade Mein Balma Pyara Laage,2009
Paying Guests,2009
Hum Phirr Milein Na Milein,2009
Let's Dance,2009
Raftaar - An Obsession,2009
Thanks Maa,2009
New York,2009
Runway: Love Among Gun Shots...,2009
Natkhat,2009
Khargosh,2009
Kambakkht Ishq,2009
Shaadi Souffle,2009
Sankat City,2009
Shortkut - The Con Is On,2009
Morning Walk,2009
Ghar Sansar,2009
Jashnn: The Music Within,2009
Dekh Bhai Dekh: Laughter Behind Darkness,2009
Himale Ki Dhaad,2009
Red Alert: The War Within,2009
Luck,2009
Love Aaj Kal,2009
Teree Sang: A Kidult Love Story,2009
Agyaat,2009
Chal Chalein,2009
Kaminey,2009
Sikandar,2009
Daddy Cool: Join the Fun,2009
Love Khichdi,2009
Toss: A Flip of Destiny,2009
Love Game,2009
Well Done Abba!,2009
Terminated Childhood,2009
Fox,2009
Aagey Se Right,2009
Chintu Ji,2009
Bachelor Party,2009
"Three: Love, Lies, Betrayal",2009
Baabarr,2009
Vaada Raha... I Promise,2009
Aamras: The Sweet Taste of Friendship,2009
Aadmi Ki Aurat Aur Anya Kahaniya,2009
Dil Bole Hadippa!,2009
Tales of Siva 1,2009
Wanted,2009
"Road, Movie",2009
Blue Oranges,2009
What's Your Raashee?,2009
Fast Forward,2009
Bombay Summer,2009
Last Chance,2009
Encountered on Saffron Agenda?,2009
Wake Up Sid,2009
Do Knot Disturb,2009
Acid Factory,2009
3 Nights 4 Days,2009
The Taste of Relation,2009
Blue,2009
All the Best: Fun Begins,2009
Main Aurr Mrs Khanna,2009
Meri Life Mein Uski Wife,2009
One Crazy Ride,2009
Delhi Bound for Work,2009
Fruit & Nut,2009
Love Kaa Taddka,2009
Bal Ganesh 2,2009
Aladin,2009
London Dreams,2009
Road to Sangam,2009
Tera Kya Hoga Johnny,2009
340,2009
Fatso!,2009
"Raat Gayi, Baat Gayi?",2009
The White Elephant,2009
Ajab Prem Ki Ghazab Kahani,2009
Jail,2009
Cities on Speed: Mumbai Disconnected,2009
3 Idiots,2009
Ruslaan,2009
Saluun,2009
Tum Mile,2009
Aao Wish Karein,2009
Aisi Deewangi,2009
Kurbaan,2009
Marega Salaa,2009
Modh,2009
De Dana Dan,2009
Yeh Hai Malegaon Ka Superman,2009
Radio: Love on Air,2009
Paa,2009
At My Doorstep,2009
Rocket Singh: Salesman of the Year,2009
Tales of Siva 2,2009
Bring Back Bihar,2009
Aseema: Beyond Boundaries,2009
World Cupp 2011,2009
Accident on Hill Road,2010
Kaash Mere Hote,2009
Horn 'OK' Pleassss,2009
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",2009
Houseful,2009
Madholal Keep Walking,2009
First Time - Pehli Baar,2009
Ek Tho Chance,2009
Dvandva,2009
Banaras,2009
Bolo Raam,2009
Mudhal Mudhal Mudhal Varai,2009
Aapa Akka,2009
Arjun V/S Destiny,2009
S.R.K.,2009
Bhoomi,2009
Ek Thi Maa,2009
Mahadev,2009
Kaun Kiskaa,2009
Blackmailer,2009
Maidan-e-Jung,2009
Jesus in India,2009
The Killer,2009
I Wonder...,2009
ALIF,2010
Pangaa Gang,2010
Tum Jo Mile,2010
Jai Balaji Mehndipur Wale,2010
13 May Gulaabi Nagar,2010
Ab Bolo Har Har Mahadev,2010
Flooding in the Time of Drought,2010
Pyaar Impossible,2010
Dulha Mil Gaya,2010
Chance Pe Dance,2010
Bhavnao Ko Samjho,2010
Hello Hum Lallann Bol Rahe Hain,2010
The Waiting Room,2010
Veer,2010
Peepli Live,2010
Mission 11 July,2010
Ishqiya,2010
Rann,2010
Fired,2010
Striker,2010
London Calling,2010
My Name Is Khan,2010
Journey from Zanskar,2010
Pyaar Kaa Fundaa,2010
The Holy Wives,2010
Toh Baat Pakki!,2010
Click,2010
Aakhari Decision,2010
Karthik Calling Karthik,2010
Teen Patti,2010
Prem Kaa Game,2010
The Impossible Murder,2010
Atithi Tum Kab Jaoge?,2010
Rokkk,2010
Hello Zindagi,2010
Yaad aali tehri,2010
Right Yaaa Wrong,2010
Na Ghar Ke Na Ghaat Ke,2010
Hide & Seek,2010
Do Dilon Ke Khel Mein,2010
Swaha: Life Beyond Superstition,2010
Trump Card,2010
"LSD: Love, Sex Aur Dhokha",2010
Shaapit: The Cursed,2010
Lahore,2010
Mittal V/S Mittal,2010
Idiot Box,2010
Bohlol Dana - A Sage of Baghdad,2010
Hum Tum Aur Ghost,2010
Muskurake Dekh Zara,2010
My Friend Ganesha 3,2010
Ashok Chakra: Tribute to Real Heroes,2010
Letters from the Desert (Eulogy to Slowness),2010
Tum Milo Toh Sahi,2010
Sadiyaan: Boundaries Divide... Love Unites,2010
Pankh,2010
Prince,2010
Jaane Kahan Se Aayi Hai,2010
Paathshaala,2010
Phoonk 2,2010
City of Gold - Mumbai 1982: Ek Ankahee Kahani,2010
Apartment: Rent at Your Own Risk,2010
Kuchh Kariye,2010
Bird Idol,2010
Musaa: The Most Wanted,2010
Mumbai 118,2010
Housefull,2010
Chase,2010
Soch Lo,2010
Badmaash Company,2010
Jaadui Pankh Aur Anya Kahaniyan,2010
I Am Kalam,2010
Bumm Bumm Bole,2010
Kushti,2010
Admissions Open,2010
Vroom,2010
Pink Gang,2010
Udaan,2010
Kabhi ta holi suber,2010
K-Five,2010
Raajneeti,2010
Kaho Na Kaho,2010
Ek Second... Jo Zindagi Badal De...,2010
The Camp,2010
Raavan,2010
Mr. Singh/Mrs. Mehta,2010
Krantiveer: The Revolution,2010
The Film Love.Com... The Ultimate Killing Site,2010
I Hate Luv Storys,2010
Milenge Milenge,2010
Tere Bin Laden,2010
Lamhaa: The Untold Story of Kashmir,2010
Khatta Meetha,2010
Once Upon a Time in Mumbaai,2010
Aisha,2010
Help,2010
Ye Mothers,2010
Lafangey Parindey,2010
Aashayein,2010
Hello Darling,2010
We Are Family,2010
Mallika,2010
The Film Emotional Atyachar,2010
Dabangg,2010
Pink Saris,2010
Life Express,2010
I Am,2010
Anjaana Anjaani,2010
Dhobi Ghat,2010
That Girl in Yellow Boots,2010
Soul of Sand,2010
Khichdi: The Movie,2010
Benny and Babloo,2010
Pump Up the Mandali,2010
Do Dooni Chaar,2010
Crook: It's Good to Be Bad,2010
Bachao - Inside Bhoot Hai...,2010
Waiting for You,2010
Pusher,2010
Aakrosh,2010
Ramayana: The Epic,2010
Knock Out,2010
Kajraare,2010
Rakhta Charitra,2010
Jhootha Hi Sahi,2010
Mirch,2010
Dus Tola,2010
Dazed in Doon,2010
Pappu Can't Dance Saala,2010
Nakshatra,2010
Malik Ek,2010
Daayen Ya Baayen,2010
I Am 24,2010
Phas Gaye Re Obama,2010
Action Replayy,2010
Golmaal 3,2010
Ramaa: The Saviour,2010
Baarood (The Fire) - A Love Story,2010
A Flat,2010
Guzaarish,2010
Azaan... The Awakening Call,2010
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010
Gullu,2010
Diwangi Ne Had Kar Di,2010
Mere Gharib Nawaz,2010
Break Ke Baad,2010
Ahinsa Parmo Dharma: Jeeo Aur Jeene Do,2010
People of Allah,2010
Payback,2010
Tere Ishq Nachaya,2010
Rakhta Charitra 2,2010
Khelein Hum Jee Jaan Sey,2010
Band Baaja Baaraat,2010
No Problem,2010
Kaalo,2010
332 Mumbai to India,2010
Tees Maar Khan,2010
Toonpur Ka Superrhero,2010
Isi Life Mein...!,2010
Bhoot and Friends,2010
Shor in the City,2010
Lava Kusa: The Warrior Twins,2010
Mastang Mama,2010
He - The Only One,2010
Khuda Kushi,2010
Laat Sahab,2010
Yeh Sunday Kyun Aata hai,2010
Ada... A Way of Life,2010
Rukke Padge,2010
Aarohan,2010
De Nova... The Road Less Trodden,2010
My Husband's Wife,2010
Rang,2010
Out of Thin Air,2010
Guru,2010
Vijay - Winner All the Way,2010
Spirit of Moksha - Kumbh Mela,2010
India inside Out,2010
Bhunsaara,2010
Bhoot and Friends,2010
My Barefoot Friend: The Story of Shallim and His Old Rickshaw,2010
In Camera,2010
Still Standing,2010
Xang Xang Klang,2010
Chintu Skool,2010
Zindagi,2010
Virgin.. Mira,2010
The Murderer: Hamilton Palace,2011
Taarikh: The Final Day,2011
College Campus,2011
The Dancing God - Shiva,2011
Black and White,2011
Shraddha: In the Name of God,2011
Mad: It Can Be Anyone,2011
No One Killed Jessica,2011
Ashoka the Hero,2011
Impatient Vivek,2011
Crazy Mad Lover,2011
Turning 30!!!,2011
Mumbai Mast Kallander,2011
Hostel,2011
Aashiqui.In,2011
Bhopali,2011
Dil Toh Baccha Hai Ji,2011
Shuttlecock Boys,2011
Virgin Goat,2011
Six Hours With Terrorists,2011
Yeh Saali Zindagi,2011
Angel,2011
United Six,2011
Hum Dono Rangeen,2011
Tum Hi To Ho...,2011
Patiala House,2011
7 Khoon Maaf,2011
Flames of the Snow,2011
Kaccha Limboo,2011
Tanu Weds Manu,2011
Satrangee Parachute,2011
Utt Pataang,2011
Ab ta khulali rat,2011
Yeh Faasley,2011
Eer: Stories in Stone,2011
Monica,2011
Happy Husbands,2011
Game,2011
F.A.L.T.U,2011
Thank You,2011
Teen Thay Bhai,2011
Daag - Shades of Love,2011
Zokkomon,2011
Dum Maaro Dum,2011
Chalo Dilli,2011
Naughty @ 40,2011
Men Will Be Men,2011
IPC 376,2011
Haunted - 3D,2011
Luv Ka the End,2011
Alibaug,2011
Ragini MMS,2011
Stanley Ka Dabba,2011
Shagird,2011
Love U... Mr. Kalakaar!,2011
404: Error Not Found,2011
Pyaar Ka Punchnama,2011
A Strange Love Story,2011
Crackers,2011
Main Toh Pyar Karunga,2011
Kucch Luv Jaisaa,2011
Sheetalbhabi.com,2011
Ready,2011
